CODE,ADDRESS,featuredLevel,publishDate,price,numBedrooms,numBathrooms,propertyType,propertySize,category,AMV_price,sellerId,seller_name,seller_branch,sellerType,m_totalImages,m_hasVideo,m_hasVirtualTour,m_hasBrochure,ber_rating,longitude,latitude,LONGITUDE,LATITUDE
3626025,"11 Chestnut Cres, Bridgemount, Carrigaline, Co. Cork, P43 TY28, Ireland",featured,2022-01-28,290000,3,3,End of Terrace,96.0,Buy,0,3230.0,Roy Dennehy,Dennehy Auctioneers,BRANDED_AGENT,16.0,False,False,False,C2,-8.3825,51.82294,-8.3825049,51.8229384
3675175,"58 The Glen, Bracklone, Portarlington, Co. Laois, Ireland",featured,2022-01-28,225000,3,2,Semi-D,93.0,Buy,0,2753.0,Marie Kiernan,Tom McDonald & Associates,BRANDED_AGENT,33.0,False,False,False,C1,-7.177098,53.157465,-7.1806399,53.1569854
3673450,"16 Dodderbrook Ave., Oldcourt, Dublin, D24 E2YT, Ireland",featured,2022-01-27,575000,4,3,Semi-D,162.0,Buy,0,10950.0,Moovingo,Moovingo,BRANDED_AGENT,38.0,False,True,False,A3,-6.342763,53.269493,-6.3423528,53.2693334
3649708,"31 Lissanálta Dr, Sluggary, Dooradoyle, Co. Limerick, V94 PDD8, Ireland",featured,2022-01-28,299000,3,3,Semi-D,,Buy,0,1374.0,DNG Cusack Dunne,DNG Cusack Dunne,BRANDED_AGENT,22.0,False,False,False,C2,-8.640716,52.629588,-8.6406935,52.6295934
3643947,"5 St Columbas Terrace, Kilballivor, Ballivor, Co. Meath, C15 N271, Ireland",featured,2022-01-28,120000,3,1,Terrace,68.0,Buy,0,1076.0,REA T&J Gavigan,REA T & J Gavigan,BRANDED_AGENT,5.0,False,False,False,G,-6.8797965660927,53.728600531324,-6.9649626,53.5310634
3598816,"75 The Lawn, Coolroe Meadows, Ballincollig, Co. Cork, P31 HY66, Ireland",featured,2022-01-30,400000,4,3,Semi-D,113.0,Buy,0,2559.0,Norma Healy,Sherry FitzGerald Cork,BRANDED_AGENT,20.0,True,False,False,C1,-8.614786,51.883612,-8.6147896,51.8836112
3563074,"Hyde Park House, Middle Glanmire Rd, Montenotte, Cork, Ireland",featured,2022-01-30,1950000,6,6,Detached,613.0,Buy,0,2559.0,Sheila O'Flynn,Sherry FitzGerald Cork,BRANDED_AGENT,37.0,True,False,False,D2,-8.444135,51.905794,-8.4441391,51.9057931
3642653,"Douglas Wells, Well Rd, Mahon, Cork, Ireland",featured,2022-01-30,490000,2,2,Apartment,104.0,Buy,0,2559.0,Stuart O'Grady,Sherry FitzGerald Cork,BRANDED_AGENT,16.0,False,False,False,B3,-8.436105,51.879916,-8.4367565,51.8799394
3673958,"40 Glenard Cres, Salthill, Co. Galway, H91 V3AC, Ireland",featured,2022-01-30,680000,5,3,Semi-D,169.0,Buy,0,911.0,Tony Kavanagh,Sherry FitzGerald Galway,BRANDED_AGENT,21.0,False,False,False,C2,-9.082283,53.266491,-9.0822817,53.2664921
3486462,"Ballaghkeeran Little, Ballykeeran, Co. Westmeath, Ireland",featured,2022-01-30,695000,7,6,Detached,400.0,Buy,0,2198.0,Helena Kenny,Sherry FitzGerald O'Meara,BRANDED_AGENT,24.0,True,False,False,C2,-7.899131,53.446741,-7.887011900000001,53.4494471
3673477,"Apartment 27, The Oaks, River Rd, Pelletstown Manor, Royal Canal Park, Ashtown, Dublin 15, Ireland",featured,2022-01-26,320000,2,2,Apartment,70.0,Buy,0,481.0,Odessa Estates,Odessa Estates,BRANDED_AGENT,15.0,False,True,False,D1,-6.323471,53.377173,-6.3234666,53.3771739
3636266,"14 Ballinakill Ave, Ballinakill, Waterford, X91 HPW0, Ireland",featured,2022-01-12,450000,4,2,Detached,,Buy,0,4249.0,Tom Grace,Halley Grace Auctioneers,BRANDED_AGENT,28.0,False,False,False,D1,-7.067098,52.242731,-7.067063,52.2427369
3673344,"The Haven, 1 Cherryfield Walk, Hartstown, Dublin, D15 C9TR, Ireland",featured,2022-01-28,275000,2,1,Semi-D,58.0,Buy,0,2636.0,Duffy Auctioneers MIPAV,Duffy Auctioneers,BRANDED_AGENT,14.0,False,False,False,D1,-6.421765,53.395523,-6.4217602,53.3955236
3655680,"Knockaneasy, St Iberius, Co. Wexford, Ireland",featured,2022-01-14,395000,3,2,Detached,204.0,Buy,1,5489.0,Edel Keane Assoc. RICS BSc (Hons),Keane Auctioneers,BRANDED_AGENT,43.0,True,False,False,C2,-6.37534,52.205808,-6.3773559,52.2058961
3552259,"1a, Sacre Coeur, 11 Cedarwood Green, Ballymun, Dublin 11, D11 FY62, Ireland",featured,2022-01-30,490000,3,3,Detached,108.0,Buy,0,2655.0,Sandra D'Arcy,Sherry FitzGerald Drumcondra,BRANDED_AGENT,24.0,False,False,False,C3,-6.282095,53.396259,-6.2834682,53.39618189999999
3474112,"Seamount Rd, Seamount Dr, Malahide, Co. Dublin, K36 KH67, Ireland",featured,2022-01-11,625000,3,3,Terrace,95.0,New Homes,0,11.0,Sharon Beckett,KELLY BRADSHAW DALTON,BRANDED_AGENT,24.0,False,False,False,G,-6.256121,53.362106,-6.1487088,53.4437581
3474113,"Seamount Rd, Seamount Dr, Malahide, Co. Dublin, K36 KH67, Ireland",featured,2022-01-11,850000,4,3,Semi-D,84.0,New Homes,0,4124.0,Kate Kearney MIPAV MCEI CV TRV,DNG Murphy Condon,BRANDED_AGENT,25.0,False,False,False,E1,-8.486444,51.918711,-6.1487088,53.4437581
3476643,"Seamount Rd, Seamount Dr, Malahide, Co. Dublin, K36 KH67, Ireland",featured,2022-01-11,625000,3,3,Terrace,,New Homes,0,1907.0,Margaret Fogarty,RE/MAX Property Specialists,BRANDED_AGENT,29.0,False,True,False,SI_666,-7.107895,52.255349,-6.1487088,53.4437581
3476641,"Seamount Rd, Seamount Dr, Malahide, Co. Dublin, K36 KH67, Ireland",featured,2022-01-11,850000,4,3,Semi-D,73.0,New Homes,0,10051.0,Sunny M Fahim MIPAV MMCEPI,RELIANCE PROPERTY CONSULTANTS,BRANDED_AGENT,21.0,False,False,False,C1,-6.286219,53.337464,-6.1487088,53.4437581
3620146,"6 St Patrick's Cottages, Rathfarnham, Dublin, D14 T8Y4, Ireland",featured,2022-01-30,525000,3,1,Bungalow,70.0,Buy,0,6970.0,James Lyons O'Keeffe,James Lyons O'Keeffe,BRANDED_AGENT,21.0,True,False,False,F,-9.642424,51.553191,-6.282707200000001,53.2911341
3640338,"Longmeadows Apartments, Conyngham Rd, Saint James' (part of Phoenix Park), Dublin 8, Ireland",featured,2022-01-30,360000,2,1,Apartment,62.0,Buy,0,2835.0,Cormac Curran,Sherry FitzGerald Reynolds,BRANDED_AGENT,42.0,False,False,False,B3,-7.570388,52.045685,-6.3001434,53.3479593
3643700,"13 Shannon Grove, Grove, Carrick-On-Shannon, Co. Leitrim, N41 CF51, Ireland",featured,2022-01-28,169000,3,2,Semi-D,91.0,Buy,0,11720.0,Lydon Farrell Property,Lydon Farrell Property,BRANDED_AGENT,16.0,True,False,False,E1,-6.683378,53.650064,-8.094161399999999,53.9534842
3568580,"35 Merrion Strand, Dublin 4, D04 P2P4, Ireland",featured,2022-01-30,525000,2,1,Terrace,62.0,Buy,0,2852.0,P N O'Gorman Auctioneers,P N O'Gorman Ltd.,BRANDED_AGENT,26.0,False,False,False,D1,-6.969209,52.263107,-6.206970099999999,53.320818
3671961,"Coolroe, Whitehall, Co. Kilkenny, Ireland",featured,2022-01-28,499000,4,4,Detached,288.0,Buy,0,10189.0,Dan Howard MIPAV TRV PSR 006328,Dan Howard & Co. Ltd,BRANDED_AGENT,15.0,False,False,False,D2,-8.493849,51.872285,-6.990365499999999,52.5370162
3622244,"Tomsilla Upper, The Fairy Lane, Co. Wexford, Ireland",featured,2022-01-27,549000,6,4,Detached,286.0,Buy,0,2601.0,Nick Moore,Sherry FitzGerald Terenure,BRANDED_AGENT,8.0,False,False,False,F,-6.290844,53.311204,-6.25956,52.65418
3667457,"4 The Park, Burkeen, Wicklow, Co. Wicklow, A67 NA00, Ireland",featured,2022-01-30,465000,4,3,Semi-D,114.0,Buy,0,84.0,Flynn & Associates Swords,Flynn & Associates Ltd (Swords),BRANDED_AGENT,29.0,False,False,False,C2,-6.2355737,53.4679345,-6.0707431,52.9867716
3551533,"9 Ballygarra Park, Garristown, Co. Dublin, A42 X309, Ireland",featured,2022-01-28,300000,3,2,Semi-D,120.0,Buy,0,2852.0,P N O'Gorman Auctioneers,P N O'Gorman Ltd.,BRANDED_AGENT,18.0,False,False,False,D1,-6.944157,52.389123,-6.3857735,53.565651
3536892,"Great Island, Inniscarra, Co. Cork, Ireland",featured,2022-01-25,449000,6,6,Detached,225.0,Buy,0,6970.0,James Lyons O'Keeffe,James Lyons O'Keeffe,BRANDED_AGENT,27.0,True,False,False,SI_666,-9.680376183646471,51.53352539617652,-8.61727,51.89494
3671079,"Trim Rd, Navan, Co. Meath, Ireland",featured,2022-01-10,337500,3,1,Bungalow,70.0,Buy,0,2631.0,Lesley Ann Devins,Sherry FitzGerald Ranelagh,BRANDED_AGENT,17.0,True,False,False,E2,-6.239517,53.311201,-6.6880213,53.6350278
3543920,"Carmanhall Rd, Sandyford, Dublin, Ireland",featured,2022-01-25,325000,2,2,Apartment,85.0,Buy,1,3238.0,Fintan Gilligan MIPAV REV,DNG Gilligan,BRANDED_AGENT,18.0,False,False,False,C1,-9.004779,53.730969,-6.2155676,53.2777393
3608709,"2, Garrycloonagh, Cloghans, Co. Mayo, F26 ET66, Ireland",featured,2022-01-30,695000,5,3,Detached,295.0,Buy,0,2570.0,Jennifer Roe,Casey & Kingston,BRANDED_AGENT,14.0,False,False,True,B2,-8.473152,51.901668,-9.2347366,54.0918825
3670483,"3 Fitzroy Ave, St Patrick's Terrace, Drumcondra, Dublin 3, D03 FP64, Ireland",featured,2022-01-28,445000,3,2,Terrace,95.0,Buy,0,2739.0,Warren McCreery B.Sc. MRICS,"Warren McCreery Auctioneers, Valuers, Estate Agents",BRANDED_AGENT,15.0,False,False,False,B2,-6.958447,52.395209,-6.257993799999999,53.362006
3669546,"Padre Pio, 35 Hillview Dr, Commons Road, Onslow Gardens, Cork, T23 P8W8, Ireland",featured,2022-01-25,235000,4,2,Detached,84.0,Buy,0,2853.0,Sonia Pallas,Sherry FitzGerald Radford - New Ross,BRANDED_AGENT,20.0,False,False,False,C3,-6.828647,52.387897,-8.4863346,51.9187553
3476692,"27 S Parade, Waterford, Co. Waterford, X91 T6DF, Ireland",featured,2022-01-27,450000,5,2,Terrace,84.0,Buy,0,2794.0,Nuala Feeney,Sherry FitzGerald Feeney West,BRANDED_AGENT,14.0,False,False,False,D1,-9.157313,54.126352,-7.107896299999999,52.2553472
3586471,"The Barley House, Cork St, Saint Catherine's, Dublin 8, Ireland",featured,2022-01-26,350000,2,2,Apartment,73.0,Buy,0,2641.0,Kevin Flanigan Estates,Kevin Flanigan Estates,BRANDED_AGENT,13.0,True,False,False,C2,-6.233447,53.443949,-6.2864909,53.3376808
3669233,"4 Knockeens Holiday Homes, Barnatonicane, Goleen, Co. Cork, P81 K039, Ireland",featured,2022-01-10,175000,3,1,Detached,55.0,Buy,0,8532.0,Joe Beirne MSCSI MRICS,Beirne & Wise Estate Agents,BRANDED_AGENT,25.0,False,False,False,D2,-6.273182,53.303543,-9.6423963,51.5532207
3629301,"Ballynagaul Beg, Ringville, Co. Waterford, Ireland",featured,2022-01-30,645000,5,4,Detached,234.0,Buy,0,1313.0,James Morton,Morton & Flanagan Ltd.,BRANDED_AGENT,15.0,True,False,False,C3,-6.233178,53.473289,-7.571887899999999,52.04689450000001
3668644,"19 St Finian's Terrace, Dillonsland, Navan, Co. Meath, C15 T3K6, Ireland",featured,2022-01-28,185000,2,2,Terrace,84.0,Buy,0,718.0,Ray Dunne,Noel Kelly Auctioneers LTD,BRANDED_AGENT,17.0,False,False,False,D1,-6.127391,53.391882,-6.6833614,53.6500767
3556030,"Coleman, Arthurstown, Co. Wexford, Ireland",featured,2022-01-07,395000,4,4,Detached,210.0,Buy,0,2603.0,Tom Maher & Co.,Tom Maher & Co. Ltd,BRANDED_AGENT,32.0,False,False,False,SI_666,-6.383729,53.290418,-6.9513715,52.24201679999999
3668467,"56 Palmbury Orchard, Togher, Cork, T12 TFC6, Ireland",featured,2022-01-27,195000,2,1,Townhouse,65.0,Buy,0,2599.0,Kiara Rainey,Sherry FitzGerald Rainey,BRANDED_AGENT,27.0,True,False,False,D1,-8.37274,54.977439,-8.4938529,51.8722836
3652462,"Terenure, Dublin 6W, Co. Dublin, Ireland",featured,2022-01-30,395000,2,2,Apartment,78.0,Buy,0,1196.0,Garry O'Donnell,ERA Downey McCarthy,BRANDED_AGENT,20.0,False,False,True,C2,-8.486738,51.919672,-6.301157700000001,53.3084522
3668173,"8 Glen Ellan Gardens, Outlands, Swords, Co. Dublin, K67 PK30, Ireland",featured,2022-01-30,435000,3,3,Semi-D,155.0,Buy,0,1196.0,Michael Downey ERA,ERA Downey McCarthy,BRANDED_AGENT,29.0,False,False,True,E2,-8.481995,51.883494,-6.2355737,53.4679345
3518293,"3 Brandon Park, New Ross, Co. Wexford, Y34 F620, Ireland",featured,2022-01-07,260000,3,2,Detached,120.0,Buy,0,2842.0,Andrew Duncan,DNG Duncan Auctioneers,BRANDED_AGENT,12.0,False,False,False,C2,-7.335289,53.52786,-6.944108399999999,52.3891392
3668058,"Dunmanus West, Co. Cork, Ireland",featured,2022-01-10,275000,3,1,Detached,82.0,Buy,0,2842.0,Andrew Duncan,DNG Duncan Auctioneers,BRANDED_AGENT,9.0,False,False,False,F,-7.348218,53.529733,-9.6787413,51.5324665
3652159,"54 Whitethorn Rd, Farranboley, Dublin 14, D14 R2C4, Ireland",featured,2022-01-30,950000,3,2,Semi-D,127.0,Buy,0,1956.0,Helen Lardner,Gordon Hughes Estate Agents - Ratoath,BRANDED_AGENT,20.0,True,False,False,E1,-6.471708,53.47075,-6.2395211,53.3111989
3639743,"21 Grattan Manor, Claremount, Claremorris, Co. Mayo, F12 K0E0, Ireland",featured,2022-01-06,179000,3,2,Semi-D,103.0,Buy,0,1250.0,Foley Auctioneers,Foley Auctioneers,BRANDED_AGENT,23.0,False,True,False,B3,-6.661385,53.559309,-9.004776999999999,53.73096899999999
3629827,"33 Camden Ct, Shandon, Cork, Ireland",featured,2022-01-26,215000,2,1,Apartment,63.0,Buy,0,10001.0,Janet Carroll MIPAV MMCEPI TRV,Janet Carroll Estate Agent,BRANDED_AGENT,32.0,True,False,False,D2,-6.175917,53.285625,-8.4729174,51.9017996
3666832,"10 Ash Grove, Rosbercon, Castlehyde Park, Co. Kilkenny, Y34 PX34, Ireland",featured,2022-01-28,179000,3,3,Terrace,90.0,Buy,0,7915.0,Fran Grincell Properties,Fran Grincell Properties,BRANDED_AGENT,48.0,False,False,False,E1,-7.260219,52.656982,-6.9584461,52.3952068
3526101,"New Ross, Co. Wexford, Ireland",featured,2022-01-30,349000,4,3,Bungalow,182.0,Buy,0,1442.0,Der O'Riordan,Barry Auctioneers,BRANDED_AGENT,29.0,False,False,False,C1,-8.448247,51.891073,-6.94719,52.39620439999999
3626895,"54 Castlefield Manor, Kilmoremoy, Ballina, Co. Mayo, F26 H6D8, Ireland",featured,2022-01-30,160000,3,1,Semi-D,84.0,Buy,0,9923.0,Will Moore,Sherry FitzGerald Rathmines,BRANDED_AGENT,31.0,True,False,False,B3,-6.271859,53.329926,-9.1573107,54.126352
3184958,"44 Boroimhe Beech, Swords, Co. Dublin, Ireland",featured,2022-01-26,270000,2,2,Apartment,58.0,Buy,0,6479.0,Nigel Dineen/Martin Finn Auctioneers,Nigel Dineen/Martin Finn Auctioneers,UNBRANDED_AGENT,30.0,False,False,False,C1,-8.5680263,53.8231495,-6.232853299999999,53.4443237
3666054,"Riverbank, Dodder Park Rd, Rathfarnham, Dublin 14, Ireland",featured,2022-01-28,375000,2,1,Apartment,61.0,Buy,0,11972.0,Ann O'Neill,Ann O'Neill Auctioneers,BRANDED_AGENT,35.0,True,False,False,C1,-7.242385,52.643854,-6.2730294,53.3034949
3682835,"20 Thornleigh Square, Thornleigh, Swords, Co. Dublin, K67 N797, Ireland",featured,2022-01-27,395000,5,3,Semi-D,157.0,Buy,0,3963.0,Ted Healy,DNG Ted Healy,BRANDED_AGENT,19.0,True,False,True,D1,-9.497391,52.043347,-6.2331736,53.4732895
3689800,"14 Moyclare Cl, Burrow, Dublin 13, D13 F6X5, Ireland",featured,2022-01-28,385000,3,1,End of Terrace,84.0,Buy,0,2887.0,Arklow,Sherry FitzGerald Catherine O'Reilly,BRANDED_AGENT,22.0,False,False,False,G,-6.156304,52.798146,-6.1273865,53.3918823
3676731,"16 Birchwood Heights, Springfield, Dublin 24, D24 V9P3, Ireland",featured,2022-01-27,275000,3,1,End of Terrace,85.0,Buy,0,7546.0,Thomas Reid MIPAV MMCEPI PSRA Lic. No. 004069 - 007868,DNG Reid & Coppinger,BRANDED_AGENT,33.0,False,False,True,C2,-7.052911,52.223371,-6.3837116,53.2904241
3528940,"Sheskinarone, Co. Donegal, Ireland",featured,2022-01-30,249000,3,2,Bungalow,113.0,Buy,0,6131.0,Philip Kelly,DNG Kelly Duncan,BRANDED_AGENT,40.0,False,False,False,D2,-7.505399,53.277485,-8.3612419,54.9721589
3684284,"12 Birchwood Cl, Commons Road, Onslow Gardens, Cork, T23 Y7D6, Ireland",featured,2022-01-25,265000,4,2,Semi-D,102.0,Buy,0,12.0,Melissa Roche B.A. MSc (Real Estate),Baxter Real Estate,BRANDED_AGENT,15.0,False,False,False,C3,-6.408335,53.395925,-8.486742099999999,51.9196714
3600836,"Ronnoco, 188 Pearse Rd, Ballyphehane, Cork, T12 K6D8, Ireland",featured,2022-01-25,275000,3,1,Terrace,96.0,Buy,0,2646.0,Geraldine Hennessy,Sherry FitzGerald Killester,BRANDED_AGENT,27.0,True,False,False,C3,-6.198393,53.361501,-8.4819992,51.88349299999999
3673150,"The Brosna, Friars Mill Rd, Bellview, Mullingar, Co. Westmeath, Ireland",featured,2022-01-30,159950,2,1,Terrace,205.0,Buy,0,2635.0,David R Blanc,Sherry FitzGerald Malahide,BRANDED_AGENT,27.0,False,False,False,C2,-6.146629,53.447814,-7.3349696,53.5280457
3657440,"24 Green Rd, Commons, Mullingar, Co. Westmeath, N91 E1C6, Ireland",featured,2022-01-25,174950,3,2,Semi-D,82.0,Buy,0,2775.0,Sinead Kellehan,Sherry FitzGerald Carroll,BRANDED_AGENT,7.0,False,False,False,C1,-6.376996,54.005151,-7.3482174,53.5297333
3578800,"Colliga House, Fairyhouse Rd, Killester, Ratoath, Co. Meath, Ireland",featured,2022-01-25,1200000,4,2,Detached,178.0,Buy,0,1442.0,Gretchen Kelleher,Barry Auctioneers,BRANDED_AGENT,29.0,False,False,False,C1,-8.595361,51.89116,-6.471703499999999,53.4707502
3498271,"4 Tara Ct, Lambertstown, Kilmessan, Co. Meath, C15 V5N3, Ireland",featured,2022-01-25,295000,4,3,End of Terrace,125.0,Buy,0,607.0,Paul Lappin,PropertyTeam Lappin Estates,BRANDED_AGENT,15.0,False,False,False,D2,-6.258954,53.356316,-6.661356199999999,53.5593241
3628494,"18 Mount Albany, Richmond, Newtownpark, Blackrock, Co. Dublin, A94 D231, Ireland",featured,2022-01-24,1200000,4,2,Detached,164.0,Buy,0,1442.0,Gretchen Kelleher,Barry Auctioneers,BRANDED_AGENT,13.0,False,False,False,E2,-8.515976,51.879883,-6.1758505,53.2856237
3687694,"Golf View Terrace, Granges Rd, Gardens, Kilkenny, Ireland",featured,2022-01-30,250000,4,2,Terrace,98.0,Buy,0,7915.0,Fran Grincell Properties,Fran Grincell Properties,BRANDED_AGENT,24.0,False,False,False,C2,-7.256435,52.674904,-7.260271399999999,52.6571164
3685537,"Boreenmanna Road & Willow Lawn, Ballintemple, Cork, Ireland",featured,2022-01-25,495000,3,4,Bungalow,166.0,Buy,0,2710.0,John Kelly  MIPAV REV MCEI,Kelly Hudson Properties,BRANDED_AGENT,19.0,False,False,False,C2,-6.96494,53.209053,-8.4487515,51.89129519999999
3561781,"2 Windsor Terrace, Portobello, Dublin, D08 E9T8, Ireland",featured,2022-01-30,1250000,3,2,Terrace,130.0,Buy,0,2574.0,Fiona Hennessy,Sherry FitzGerald Hennessy,BRANDED_AGENT,22.0,False,False,False,D2,-7.863788,51.940131,-6.2718755,53.3299737
3650620,"9 Coillte Bo, Loughglinn, Castlerea, Co. Roscommon, F45 DW66, Ireland",featured,2022-01-29,142500,3,3,Semi-D,116.0,Buy,0,582.0,Chris White SCSI / RICS,Sherry Fitzgerald Cumisky Kelly,BRANDED_AGENT,13.0,False,False,False,D1,-6.182096,53.608911,-8.568026399999999,53.8231495
3685969,"Apartment 6, Dunore, 2 Larchfield Ct, Archerstreet Lot, Kilkenny, R95 D8C9, Ireland",featured,2022-01-24,210000,3,2,Duplex,98.0,Buy,0,3255.0,James Kinsella,Sherry FitzGerald O'Leary Kinsella,BRANDED_AGENT,26.0,False,False,False,C3,-6.276507,52.678351,-7.242518599999999,52.6438387
3686351,"7 Rossdara, Poulnamuck, Killarney, Co. Kerry, V93 K8X2, Ireland",featured,2022-01-28,320000,4,3,Semi-D,125.0,Buy,0,1303.0,Michael Gilmartin,DNG Michael Gilmartin,UNBRANDED_AGENT,12.0,False,True,False,C3,-8.200281,52.889324,-9.4973934,52.0433477
3552981,"Church Building, Main St, Arklow, Co. Wicklow, Ireland",featured,2022-01-30,375000,4,4,Terrace,203.0,Buy,0,2753.0,Marie Kiernan,Tom McDonald & Associates,BRANDED_AGENT,39.0,False,False,False,C2,-7.179617,53.156531,-6.1562962,52.7981445
3685926,"Ballygunnercastle, Co. Waterford, Ireland",featured,2022-01-28,575000,5,3,Detached,250.0,Buy,0,2811.0,Breda Lewis,Sherry FitzGerald Lewis Hamill,BRANDED_AGENT,18.0,False,False,False,D2,-7.501042,53.280301,-7.0523386,52.2236387
3684626,"2 Castle View, Srah, Tullamore, Co. Offaly, R35 K529, Ireland",featured,2022-01-30,300000,3,3,Detached,150.0,Buy,0,2692.0,Hilary Stephenson – PSRA No. 002275-005434,Sherry FitzGerald Stephenson Crean Property Management & Sales Advisors,BRANDED_AGENT,43.0,False,False,False,B3,-9.653025,52.205776,-7.5053771,53.2774793
3685774,"50 Woodvale Ave, Blakestown, Dublin 15, D15 X45V, Ireland",featured,2022-01-28,340000,3,1,Semi-D,104.0,Buy,0,8647.0,Sinead Beggan,McGuirk Beggan Property Ltd.,BRANDED_AGENT,12.0,False,False,False,E2,-6.3239271,53.2873243,-6.408329999999999,53.3959256
3480430,"10 Belgrove Rd, Clontarf, Dublin 3, D03 W302, Ireland",featured,2022-01-30,1695000,5,2,Bungalow,198.0,Buy,0,9917.0,Jamie Taylor,DNG Fairview,BRANDED_AGENT,11.0,False,True,False,D2,-6.2437969,53.3767169,-6.198452,53.36152209999999
3685466,"3 Marley, Grove Rd, Malahide, Co. Dublin, K36 FD39, Ireland",featured,2022-01-30,1600000,5,3,Detached,205.0,Buy,0,3327.0,Thomas Maleady MIPAV,"Location, Location",BRANDED_AGENT,22.0,False,False,False,C1,-8.969998,52.857836,-6.1468647,53.447826
3640586,"8 Beacon Ct, Marshes Lower, Dundalk, Co. Louth, A91 D6DN, Ireland",featured,2022-01-30,200000,3,3,End of Terrace,152.0,Buy,0,2207.0,Alan Browne,Murray Browne Auctioneers Valuers and Estate Agents,BRANDED_AGENT,22.0,False,False,False,E2,-8.421536,51.888258,-6.376995,54.0051524
3673677,"77 Leslie's Arch, Ballincollig, Co. Cork, P31 RY17, Ireland",featured,2022-01-21,420000,4,4,End of Terrace,160.0,Buy,0,1577.0,Lawrence Sweeney,Savills Cork,BRANDED_AGENT,16.0,True,False,False,C3,-8.208252,51.859192,-8.595365,51.89115959999999
3675363,"7, 64 Mountjoy Square W, Rotunda, Dublin, Ireland",featured,2022-01-27,250000,2,1,Apartment,66.0,Buy,0,1965.0,James Heaslip,DNG Maxwell Heaslip & Leonard,BRANDED_AGENT,22.0,False,True,False,XXX,-9.075766,53.263136,-6.2588793,53.3563659
3673301,"Wilton Park Villas, Bishopstown Rd, Bishopstown, Cork, Ireland",featured,2022-01-21,245000,2,1,Terrace,62.0,Buy,0,1263.0,Douglas Robertson,Robertson Estate Agents,BRANDED_AGENT,25.0,False,True,False,C2,-6.15183,53.489427,-8.515904299999999,51.8799043
3684021,"The Weir View, Kilkenny, Ireland",featured,2022-01-30,215000,2,2,Apartment,65.0,Buy,0,1590.0,Flynn and Associates Castleknock,Flynn & Associates Ltd (Castleknock),BRANDED_AGENT,21.0,False,False,False,D1,-6.3590311,53.3799977,-7.2565168,52.6748566
3648850,"Boherkill, Co. Kildare, Ireland",featured,2022-01-28,285000,3,1,Detached,81.0,Buy,0,84.0,Flynn & Associates Swords,Flynn & Associates Ltd (Swords),BRANDED_AGENT,20.0,False,False,False,XXX,-6.2374592,53.4734568,-6.962742899999999,53.2104747
3598592,"Lilac Ville, Ballyclamasy, Youghal, Co. Cork, Ireland",featured,2022-01-30,410000,3,1,Bungalow,59.0,Buy,0,6479.0,Nigel Dineen/Martin Finn Auctioneers,Nigel Dineen/Martin Finn Auctioneers,UNBRANDED_AGENT,8.0,False,False,False,F,-8.503046,53.7705068,-7.8637942,51.9401298
3622637,"Harbour View, High St, Balbriggan, Co. Dublin, Ireland",featured,2022-01-30,215000,2,2,Apartment,60.0,Buy,0,4124.0,Kate Kearney MIPAV MCEI CV TRV,DNG Murphy Condon,BRANDED_AGENT,31.0,False,False,False,D1,-8.490317,51.900564,-6.1820936,53.6089117
3649855,"The Green, 33 Clonattin Village, Clonatin Upper, Gorey, Co. Wexford, Ireland",featured,2022-01-30,250000,3,2,End of Terrace,96.0,Buy,0,7992.0,Diarmuid Madigan,M&C Property,BRANDED_AGENT,20.0,False,False,False,D2,-8.660593,52.664526,-6.270835,52.6790704
3684242,"Nenagh, Co. Tipperary, Ireland",featured,2022-01-20,379950,5,5,Detached,332.0,Buy,0,2700.0,Michael Coghlan,Sherry FitzGerald Coghlan,BRANDED_AGENT,34.0,False,False,False,C1,-9.512915,52.053831,-8.1975561,52.8642968
3629721,"40 Kilnacourt Woods, Bracklone, Portarlington, Co. Laois, R32 R280, Ireland",featured,2022-01-28,190000,3,2,Terrace,109.0,Buy,0,2821.0,Shane Flanagan,DNG Flanagan Ford,BRANDED_AGENT,18.0,True,False,False,C1,-8.495566,54.181359,-7.179612299999999,53.1565316
3677047,"Shalom, Clara Rd, Puttaghan, Tullamore, Co. Offaly, Ireland",featured,2022-01-30,340000,4,3,Detached,146.0,Buy,0,2960.0,Gemma Farrelly,Lansdowne Partnership Estate Agents,BRANDED_AGENT,16.0,False,True,True,E1,-6.266361,53.356186,-7.501037800000001,53.2803017
3526129,"Knockbrack, Co. Kerry, Ireland",featured,2022-01-30,325000,5,3,Detached,244.0,Buy,0,369.0,Reception,O'Farrell Cleere Auctioneers,BRANDED_AGENT,26.0,False,False,False,F,-6.14007,53.448731,-9.659205,52.2065579
3568876,"23 Delaford Park, Knocklyon, Dublin 16, D16 Y3C6, Ireland",featured,2022-01-20,560000,3,1,Semi-D,98.0,Buy,0,924.0,Eamon O'Flaherty,Sherry Fitzgerald Brady O'Flaherty,BRANDED_AGENT,20.0,True,False,False,A3,-6.665098,53.394309,-6.3239171,53.2873311
3609171,"Gracepark Manor, Whitehall, Dublin, Ireland",featured,2022-01-19,299950,1,2,Apartment,78.0,Buy,0,6479.0,Nigel Dineen/Martin Finn Auctioneers,Nigel Dineen/Martin Finn Auctioneers,UNBRANDED_AGENT,21.0,False,False,False,D1,-8.582402,53.851684,-6.2437969,53.3767169
